""	"b1"	"b2"	"b3"	"c1"	"c2"	"c3"
"YPR082C"	3	6	2	2	1	4
"YJL193W"	4	7	5	2	5	4
"YAL063C-A"	0	0	0	0	0	0
"YOR047C"	6	5	6	2	0	0
"YDR210C-D"	27	56	24	11	19	13
"YDR123C"	3	4	6	1	6	1
"YBR149W"	9	8	9	34	45	52
"YBR196C-B"	0	0	0	0	0	0
"YDL225W"	6	19	10	8	8	17
"YNR003C"	3	8	4	2	2	5
"YOR150W"	5	5	6	8	7	5
"YGR030C"	2	0	1	2	4	1
"YNL112W"	33	34	32	10	14	27
"YNL261W"	8	9	7	6	7	5
"YDR389W"	6	10	9	9	2	6
"YDR226W"	57	69	39	31	17	33
"YBR172C"	12	17	8	7	16	15
"YPR153W"	1	0	0	0	0	1
"YHR050W-A"	0	0	2	0	0	0
"YML003W"	0	2	2	1	2	1
"YJL080C"	37	57	38	25	28	22
"YIL144W"	9	4	4	6	2	11
"YLR399W-A"	0	0	0	0	0	0
"YOR089C"	8	9	5	6	9	13
"YJR022W"	0	0	0	0	0	0
"YPR034W"	15	12	11	4	2	7
"YIL126W"	38	41	26	15	19	32
"YIL148W"	69	84	69	25	33	38
"YER076W-A"	0	0	0	0	1	0
"YDR477W"	20	15	11	15	7	18
"YKL061W"	1	4	1	0	1	3
"YMR316C-B"	0	0	0	0	0	0
"YPL194W"	2	6	4	3	3	5
"YDL026W"	0	0	0	0	0	2
"YOR219C"	8	7	3	1	6	7
"YGR122C-A"	0	0	0	0	0	0
"YBR164C"	6	10	5	4	1	6
"YCR102C"	0	2	1	0	1	0
"YMR060C"	4	5	2	5	1	2
"YIL076W"	21	19	13	12	13	8
"YBR217W"	2	2	1	1	2	0
"YIR014W"	1	0	0	0	2	1
"YMR245W"	1	1	1	2	1	6
"YBR109W-A"	0	0	0	0	0	0
"YOR178C"	2	3	1	5	11	14
"YPL068C"	2	0	0	1	0	1
"YGR117C"	12	10	10	5	7	4
"YKR080W"	30	27	28	8	18	22
"YHR137C-A"	0	0	0	0	0	0
"YDR014W"	2	2	0	3	1	1
"YOR314W"	0	1	1	0	0	2
"YGR275W"	3	2	2	3	4	4
"YGR212W"	1	0	1	2	1	4
"YNL210W"	1	0	0	1	0	1
"YGL233W"	9	15	8	12	9	10
"YJR115W"	0	0	0	3	3	1
"YLR457C"	2	2	0	0	2	2
"YBR030W"	5	7	5	1	5	2
"YPL225W"	15	20	13	16	12	19
"YJR036C"	1	1	1	2	0	2
"YDR138W"	4	10	12	5	7	9
"YMR195W"	2	1	0	1	0	1
"YGR004W"	4	5	1	1	1	4
"YFL008W"	8	8	19	6	11	22
"YDR054C"	7	13	10	9	15	14
"YDL119C"	3	4	4	1	0	0
"YLR465C"	0	0	0	0	0	0
"YPR134W"	3	2	3	6	4	1
"YIL046W-A"	0	0	0	0	0	0
"YER188W"	0	2	0	0	1	3
"YMR301C"	17	13	15	6	7	8
"YNL179C"	0	1	0	3	2	5
"YPR116W"	0	1	0	0	0	0
"YNL253W"	1	7	3	2	7	8
"YDR278C"	0	0	0	0	0	0
"YDR199W"	0	1	0	1	0	1
"YOL103W"	10	22	17	9	5	13
"YLR386W"	4	5	7	3	8	5
"YNL143C"	1	0	0	0	0	1
"YFR045W"	2	4	3	3	0	2
"YER181C"	0	0	0	0	0	0
"YBR037C"	8	2	3	2	4	7
"YPR145W"	79	103	80	34	56	50
"YMR123W"	5	4	4	4	1	3
"YNR024W"	2	2	1	1	3	2
"YER133W"	27	33	33	21	23	41
"YNL019C"	0	0	0	2	0	1
"YOR396W"	27	30	25	29	26	43
"YKR079C"	9	10	10	3	4	4
"YOR303W"	33	46	27	57	89	97
"YLL004W"	5	11	6	1	1	4
"YLR221C"	14	19	14	7	4	8
"YNL152W"	6	2	2	1	2	3
"YPL033C"	0	1	0	0	1	0
"YCR098C"	1	2	0	0	3	1
"YJR140C"	7	11	7	11	9	12
"YJL111W"	41	47	29	16	25	31
"YNL244C"	19	23	14	8	9	8
"YNL135C"	15	13	22	18	26	26
"YHL015W"	121	151	105	46	37	38
"YIL154C"	2	3	4	8	8	8
"YGR236C"	0	0	0	4	9	9
"YJL084C"	2	5	3	9	13	7
"YDL085W"	1	1	1	17	21	31
"YAR028W"	5	2	5	0	0	0
"YML115C"	17	24	6	10	12	18
"YJL150W"	0	0	0	0	0	0
"YBR278W"	3	1	2	3	3	4
"YDR236C"	3	3	5	2	3	5
"YPR184W"	6	5	5	21	21	24
"YDR371C-A"	0	0	0	0	0	0
"YOR018W"	3	7	2	5	4	6
"YDL191W"	68	82	84	36	36	33
"YDR481C"	11	22	14	14	16	18
"YPR145C-A"	0	0	0	0	1	1
"YOR349W"	2	3	8	1	3	3
"YNL150W"	1	2	1	1	0	1
"YBR144C"	0	0	0	0	0	0
"YLR433C"	4	8	3	7	5	9
"YCR018C"	3	2	1	7	4	7
"YJL002C"	28	37	35	20	17	13
"YFR037C"	16	21	10	14	12	8
"YLR264W"	23	35	16	4	11	8
"YLR353W"	7	8	3	13	10	7
"YHL016C"	1	2	1	10	6	9
"YLR135W"	4	6	5	1	3	5
"YOL088C"	5	1	2	8	7	11
"YPL086C"	12	15	16	5	5	13
"YHL044W"	0	0	0	0	0	0
"YOR209C"	15	25	21	7	14	16
"YBR027C"	0	0	0	0	0	0
"YBR023C"	14	30	28	19	14	14
"YDR142C"	2	6	1	2	9	7
"YIR025W"	3	1	1	2	2	1
"YER066C-A"	0	0	1	3	0	1
"YDR036C"	7	11	8	6	16	25
"YBR300C"	0	0	0	0	0	0
"YOR394C-A"	0	0	0	0	0	0
"YJR106W"	6	6	1	2	6	5
"YKL135C"	10	15	10	9	13	12
"YMR223W"	6	5	4	0	2	1
"YML009C-A"	1	1	1	1	0	1
"YKL120W"	22	40	21	6	11	16
"YBL071C-B"	0	0	0	0	0	0
"YDL040C"	21	39	15	6	16	23
"YMR142C"	92	114	83	33	47	43
"YKL089W"	3	2	3	2	3	5
"YLR239C"	7	5	4	3	8	9
"YMR158W-B"	0	0	0	0	0	0
"YPL019C"	10	16	10	7	9	12
"YHR050W"	8	9	9	7	2	2
"YLR102C"	2	3	1	1	3	4
"YPL085W"	23	28	22	12	9	12
"YJL071W"	7	5	8	2	11	10
"YJR010W"	113	105	102	20	18	36
"YJL130C"	174	232	181	105	149	140
"YCR021C"	2	2	0	12	37	43
"YPR204C-A"	0	0	0	0	0	0
"YHR063C"	9	15	11	6	4	12
"YBR038W"	10	19	12	8	9	7
"YBR277C"	1	0	0	0	0	0
"YGL049C"	9	18	15	8	3	8
"YOL063C"	4	4	5	1	9	7
"YHR009C"	23	18	16	12	14	17
"YGR172C"	8	7	5	4	2	8
"YLR279W"	0	0	1	1	2	1
"YGR111W"	7	5	6	4	6	11
"YLR461W"	0	0	0	0	0	0
"YOR039W"	3	7	6	8	14	6
"YPR053C"	3	5	5	1	1	4
"YMR101C"	0	0	1	0	0	3
"YPL087W"	7	14	5	4	7	11
"YKR105C"	1	0	1	1	2	4
"YDR135C"	44	57	51	14	26	31
"YNL001W"	5	8	3	4	3	3
"YKL015W"	13	24	9	5	14	18
"YGR094W"	92	109	83	59	39	74
"YOL146W"	4	2	3	0	2	5
"YDL218W"	0	0	1	6	29	46
"YNL098C"	20	34	17	11	9	20
"YNL032W"	6	9	11	3	2	2
"YHR184W"	1	0	0	0	0	3
"YLR332W"	8	10	8	4	3	6
"YGR081C"	2	5	1	3	3	3
"YCL005W-A"	3	2	2	0	1	0
"YOL156W"	2	4	1	2	3	0
"YHR168W"	3	3	6	6	1	9
"YBR058C-A"	6	6	2	4	7	5
"YOR183W"	0	1	0	0	0	0
"YHR062C"	3	5	5	3	2	5
"YGR248W"	0	1	0	7	13	17
"YKL034W"	10	7	9	8	7	13
"YMR138W"	0	2	0	2	1	2
"YOL058W"	75	108	96	73	107	147
"YJL110C"	7	9	8	5	7	8
"YHL007C"	19	21	8	3	11	15
"YPL022W"	19	21	11	12	13	14
"YHR208W"	87	107	96	23	23	32
"YAR042W"	17	14	8	5	13	12
"YFL012W-A"	0	0	0	0	0	0
"YKR013W"	17	13	7	13	12	16
"YJL074C"	13	19	14	12	16	20
"YIR009W"	0	2	1	2	0	1
"YLR384C"	30	37	24	21	16	19
"YOR127W"	6	13	6	10	7	11
"YPR188C"	6	7	1	0	3	5
"YKR064W"	7	8	7	8	4	7
"YGL018C"	0	5	3	1	0	1
"YJL198W"	9	14	10	6	8	8
"YMR261C"	11	9	10	9	10	15
"YPL013C"	2	8	5	2	6	4
"YER001W"	45	48	35	18	10	22
"YOR179C"	1	1	0	0	3	5
"YBR134W"	1	1	1	0	0	0
"YGR116W"	23	36	26	16	24	16
"YBR126W-A"	3	6	0	3	2	0
"YHR213W"	0	0	0	0	1	0
"YGL234W"	137	198	145	35	37	34
"YPL030W"	8	11	7	3	3	7
"YGR002C"	4	10	9	2	4	5
"YER164W"	16	20	20	14	11	12
"YPR108W"	28	33	26	29	29	29
"YDR385W"	197	281	201	105	110	124
"YDR480W"	2	4	0	5	6	2
"YBR109C"	13	9	20	11	16	20
"YMR271C"	0	0	4	0	1	5
"YOR306C"	1	5	6	4	4	6
"YGR112W"	10	3	4	4	4	4
"YBL089W"	4	6	4	1	6	3
"YLL012W"	14	21	17	3	5	7
"YLR213C"	0	1	0	2	3	2
"YMR013C-A"	0	0	0	0	0	0
"YHR082C"	10	21	17	15	15	23
"YLR013W"	0	0	0	0	0	0
"YDR439W"	2	3	2	2	1	3
"YDR381W"	28	43	36	26	39	52
"YDR349C"	11	16	11	8	7	9
"YLL028W"	30	34	30	0	3	7
"YJR010C-A"	0	2	2	2	0	0
"YLR408C"	0	1	0	1	2	1
"YPL121C"	0	0	0	0	0	0
"YDR290W"	0	0	0	0	0	0
"YNL323W"	8	22	10	8	3	9
"YGR254W"	91	108	83	124	207	280
"YPR067W"	3	2	2	0	0	2
"YIL145C"	7	6	8	1	2	5
"YBL112C"	1	0	0	0	0	1
"YMR209C"	8	11	3	2	8	2
"YPR102C"	74	106	68	29	32	38
"YLR168C"	18	16	9	10	6	11
"YPL123C"	1	2	2	4	9	16
"YOR172W"	6	8	3	3	7	5
"YJL149W"	0	7	2	3	7	3
"YGR159C"	31	38	40	4	15	17
"YNL331C"	3	3	2	2	2	3
"YML058W-A"	0	0	0	0	0	0
"YOL160W"	0	0	0	0	0	0
"YKR075C"	1	2	2	4	7	5
"YDR066C"	3	2	0	3	2	2
"YDR325W"	9	8	9	10	13	11
"YHR006W"	14	9	10	12	19	18
"YNL203C"	0	0	0	0	1	3
"YGL040C"	13	20	11	5	7	10
"YOR259C"	43	56	47	25	36	43
"YBL041W"	19	22	18	8	21	19
"YDL085C-A"	2	7	0	1	1	1
"YER084W"	0	0	0	0	0	2
"YPL192C"	0	3	0	0	1	2
"YGL030W"	94	113	96	54	38	50
"YNL009W"	1	1	0	9	8	21
"YBR108W"	7	2	8	7	8	11
"YNL070W"	4	3	1	1	3	1
"YJR139C"	60	69	37	23	40	41
"YAR010C"	7	9	9	3	3	2
"YDL092W"	5	3	3	2	4	4
"YJL044C"	4	14	2	3	11	10
"YIR016W"	1	1	0	13	18	17
"YLR404W"	2	1	1	4	3	1
"YOR096W"	104	134	101	33	33	39
"YCL058W-A"	0	0	0	0	0	0
"YML062C"	0	4	7	5	7	7
"YNL206C"	8	10	8	8	5	3
"YBR029C"	15	21	15	8	16	19
"YJL101C"	22	24	16	14	17	15
"YKL047W"	3	4	6	2	7	2
"YDR375C"	4	7	11	7	6	12
"YLR375W"	4	5	8	6	5	6
"YPL183W-A"	1	2	1	0	3	2
"YIL153W"	8	6	3	11	3	7
"YLR252W"	0	0	0	1	0	1
"YGR098C"	12	11	5	2	3	6
"YER159C-A"	0	0	0	0	0	0
"YER010C"	5	5	4	8	6	9
"YJL197W"	15	19	10	4	10	6
"YHR149C"	13	9	16	7	5	9
"YDR146C"	11	7	10	5	4	7
"YDL212W"	22	25	18	6	11	17
"YER025W"	26	49	38	21	23	32
"YJR037W"	0	0	0	0	0	0
"YJL068C"	2	7	4	8	7	11
"YBR046C"	0	0	1	10	15	19
"YAL016C-B"	0	0	0	0	0	0
"YCR024C-A"	10	10	4	3	5	10
"YGL011C"	19	28	15	12	16	14
"YGL238W"	19	33	22	12	11	10
"YBR111W-A"	1	1	1	0	3	2
"YLR463C"	0	0	0	0	0	0
"YLL047W"	0	0	0	0	0	0
"YBR052C"	10	9	3	3	3	8
"YCL069W"	0	0	0	0	1	0
"YPR085C"	2	3	2	6	3	6
"YBR089W"	1	3	1	0	2	0
"YPR167C"	15	28	24	4	4	8
"YER048C"	17	17	16	10	11	26
"YKL154W"	5	12	6	4	6	2
"YHR169W"	5	11	13	3	5	2
"YGR247W"	0	5	1	2	2	5
"YER037W"	1	1	2	2	3	3
"YLR321C"	4	6	7	3	4	5
"YFL034W"	12	7	9	4	8	10
"YMR063W"	2	0	3	0	1	1
"YIL125W"	16	22	16	51	63	55
"YIR023C-A"	0	0	0	0	0	0
"YIL032C"	0	0	1	0	0	0
"YOR270C"	66	80	62	14	25	26
"YNL184C"	0	0	0	2	2	1
"YLR304C"	97	177	110	93	125	142
"YHR145C"	1	0	0	0	0	0
"YGL017W"	5	2	2	2	4	2
"YDR133C"	4	9	4	8	5	8
"YBR200W"	12	6	7	5	8	14
"YOR087W"	20	12	7	8	13	10
"YFR053C"	9	1	4	86	145	117
"YOR212W"	15	21	18	13	11	13
"YIL098C"	5	1	6	1	7	11
"YNL110C"	14	9	10	3	7	6
"YML128C"	6	3	2	77	103	126
"YOR001W"	9	9	15	4	9	13
"YER129W"	9	17	14	11	8	13
"YBL001C"	4	12	4	6	11	16
"YOR304C-A"	0	0	3	0	1	2
"YDR373W"	2	5	3	3	1	6
"YOR057W"	6	6	4	8	4	5
"YGR091W"	4	7	4	3	2	2
"YLR087C"	12	16	11	8	8	12
"YAL012W"	49	67	47	10	23	24
"YDR351W"	6	14	7	11	4	9
"YOL002C"	8	11	7	5	4	3
"YGL244W"	17	28	13	16	13	17
"YCL035C"	6	7	4	9	9	13
"YKL146W"	12	14	14	7	7	10
"YHL008C"	2	2	1	3	3	5
"YGR005C"	6	9	10	10	13	22
"YPR152C"	5	5	1	3	3	7
"YNL235C"	1	0	0	0	0	0
"YNL066W"	25	26	20	9	8	8
"YJL107C"	4	1	0	0	1	0
"YOL092W"	17	24	14	4	7	6
"YNL336W"	4	12	4	10	4	7
"YKL206C"	4	4	5	4	3	3
"YGL014C-A"	0	0	0	0	0	0
"YMR115W"	3	6	6	6	8	7
"YOR156C"	3	5	2	2	1	1
"YLR381W"	5	6	4	3	4	6
"YOL003C"	7	10	2	3	3	5
"YJR162C"	0	0	0	0	0	0
"YEL005C"	7	3	2	4	3	3
"YCL048W-A"	0	0	0	2	6	4
"YIR017C"	2	0	1	1	0	0
"YBL028C"	10	7	6	3	3	1
"YGR184C"	24	28	14	12	18	27
"YKL039W"	20	21	22	6	13	12
"YGL028C"	11	26	15	8	9	9
"YMR127C"	3	2	5	3	3	1
"YLR418C"	8	9	3	2	4	8
"YDR247W"	1	3	2	2	5	8
"YBL029C-A"	1	2	0	2	2	0
"YMR205C"	71	109	94	50	58	57
"YKR008W"	12	14	3	5	8	6
"YJL118W"	2	1	0	0	1	1
"YFR043C"	0	5	1	2	3	5
"YIL029C"	1	1	0	0	1	0
"YDR265W"	1	7	3	2	4	6
"YOR255W"	0	0	0	0	1	0
"YNL131W"	10	20	11	11	6	15
"YER101C"	1	1	1	2	3	4
"YNL312W"	6	10	6	7	8	12
"YDR365W-A"	0	0	0	0	0	0
"YJL172W"	14	18	8	8	11	10
"YMR215W"	18	22	13	8	9	16
"YHL031C"	2	2	1	3	2	2
"YER159C"	5	5	4	5	8	8
"YEL047C"	4	7	5	10	2	5
"YHR118C"	4	3	3	2	2	3
"YKL016C"	18	22	11	33	32	41
"YOR160W"	4	10	6	10	6	13
"YHL045W"	0	0	0	0	0	0
"YPR056W"	5	5	4	2	2	3
"YBR201W"	2	2	3	0	2	4
"YER144C"	6	15	6	7	6	10
"YOR185C"	3	1	2	5	5	9
"YBR264C"	0	1	1	1	1	4
"YFL015C"	0	0	0	0	0	0
"YDR239C"	4	7	5	3	4	2
"YML016C"	18	14	11	10	10	16
"YDL180W"	6	5	6	3	5	7
"Q0092"	0	0	0	0	0	0
"YEL058W"	14	17	14	10	7	16
"YLR172C"	18	11	12	6	4	11
"YBR024W"	0	3	2	2	0	3
"YOR023C"	6	13	8	12	16	13
"YJL168C"	11	16	5	6	3	4
"Q0120"	0	0	0	0	0	0
"YJL121C"	15	14	10	8	10	18
"YPL212C"	6	13	14	6	8	11
"YJL036W"	5	6	5	5	14	16
"YGL114W"	7	10	11	7	9	7
"YOL077C"	16	27	20	9	4	7
"YJL201W"	11	13	5	2	5	6
"YBL100W-B"	15	22	2	12	5	14
"YDR528W"	9	6	2	0	1	1
"YPL141C"	2	6	7	9	8	11
"YER138C"	26	35	27	13	10	13
"YHR213W-A"	0	0	0	0	1	0
"YPR001W"	1	1	0	22	26	38
"YBR135W"	1	2	1	2	4	3
"YNL262W"	9	21	12	16	14	15
"YNL317W"	3	4	3	3	6	5
"YLL033W"	2	2	2	2	1	0
"YHL049C"	0	4	2	0	1	2
"YML034C-A"	0	0	0	1	1	1
"YPR104C"	5	12	8	7	5	6
"YKL220C"	1	1	1	3	1	1
"YOR069W"	5	15	6	8	5	6
"YPL244C"	9	13	10	5	6	4
"YGL164C"	7	5	3	4	6	5
"YGL231C"	8	6	6	4	6	8
"YER090W"	15	28	22	12	22	24
"YBL046W"	5	8	2	3	2	9
"YLR026C"	5	4	5	5	1	6
"YPR049C"	5	4	5	13	12	9
"YIR018W"	2	3	4	1	1	2
"YAR027W"	6	5	3	5	6	7
"YDL200C"	1	3	3	4	5	7
"YIL114C"	7	6	7	1	1	4
"YGR026W"	11	22	18	8	4	9
"YFL027C"	6	8	5	5	5	2
"YLR380W"	6	5	10	5	2	6
"YGR169C-A"	5	2	3	2	2	4
"YKL184W"	8	18	12	6	10	7
"YHR036W"	4	2	7	2	1	2
"YNL153C"	11	6	8	2	6	1
"YGR079W"	1	4	4	0	1	3
"YIL164C"	5	7	4	1	1	2
"YML009C"	3	5	1	4	3	2
"YDL133W"	2	10	3	5	9	7
"YOL073C"	2	9	3	4	5	3
"YMR250W"	2	1	1	12	19	23
"YBR098W"	2	1	1	6	4	7
"YDR444W"	5	3	6	6	11	9
"YHR005C"	4	20	14	6	10	11
"YDR507C"	21	24	18	10	19	22
"YPR094W"	2	2	2	4	1	1
"YMR303C"	19	31	24	197	167	210
"YBR237W"	5	11	6	6	5	5
"YER018C"	4	3	1	2	3	8
"YDL130W"	43	62	34	21	22	25
"YDL011C"	0	0	0	1	0	0
"YNL138W-A"	4	1	2	0	1	2
"YHR161C"	20	17	8	13	16	24
"YDR116C"	10	7	11	6	5	6
"YKL027W"	6	8	8	8	8	6
"YDR242W"	4	2	2	2	3	7
"YOL145C"	25	17	24	10	14	17
"YLR281C"	0	0	1	1	1	1
"YOR290C"	24	27	14	17	22	32
"YKR065C"	8	10	5	10	3	15
"YJR031C"	2	9	11	4	8	13
"YBR139W"	9	7	2	12	10	12
"YPL241C"	4	2	1	2	1	2
"YER023W"	24	22	16	7	8	13
"YPL100W"	6	5	5	5	9	7
"YPL146C"	17	16	3	1	8	14
"YLR439W"	8	14	9	11	10	12
"YCL055W"	3	7	4	6	9	13
"YML024W"	74	89	63	22	38	36
"YGR039W"	0	0	0	0	0	0
"YKR027W"	8	4	4	3	3	4
"YNL177C"	9	17	9	14	8	13
"YBR138C"	0	2	0	1	5	5
"YJL055W"	7	16	8	9	6	19
"YJL136C"	43	53	41	13	12	22
"YDR057W"	10	8	6	6	6	10
"YAR075W"	1	0	0	0	0	0
"YMR140W"	3	5	3	5	4	7
"YLR035C"	3	8	2	3	2	3
"YLR092W"	44	67	40	23	19	22
"YKR025W"	2	8	6	1	3	2
"YFL054C"	2	3	4	17	8	13
"YBR016W"	4	2	2	5	6	8
"YBR031W"	156	218	164	43	63	73
"YHR142W"	8	12	10	7	4	4
"YBR225W"	4	8	5	5	6	8
"YNL035C"	4	10	5	1	2	3
"YLL038C"	4	5	6	2	2	2
"YLR146W-A"	2	0	1	2	0	4
"YJL220W"	0	0	0	0	0	0
"YPR158C-D"	60	80	57	38	37	32
"YKL020C"	13	15	11	9	13	14
"YPL164C"	3	6	1	4	5	3
"YER094C"	21	22	23	14	7	21
"YNL097C"	2	7	1	2	4	4
"YJR101W"	21	15	8	1	5	6
"YLR265C"	1	2	0	2	2	5
"YOR161W-B"	0	0	0	0	0	0
"YDR447C"	85	108	81	32	32	42
"YIL136W"	1	7	2	91	125	155
"YIL016W"	8	7	5	2	3	5
"YML127W"	9	12	11	4	11	5
"YOL143C"	7	6	6	3	6	12
"YOR052C"	8	10	4	8	10	12
"YGR029W"	5	10	8	3	8	13
"YPL278C"	1	0	0	0	1	0
"YOL052C-A"	1	1	0	25	36	41
"YOR078W"	10	13	7	1	7	5
"YGR166W"	5	5	1	3	3	2
"YMR302C"	22	18	13	16	33	33
"YPR040W"	2	4	2	1	2	5
"YNL221C"	16	31	23	18	9	18
"YGL128C"	0	2	0	5	0	2
"YCR092C"	3	8	4	4	3	6
"YKL072W"	1	2	2	1	3	0
"YEL020C-B"	3	2	2	1	0	3
"YHR052W"	12	20	17	5	3	9
"YMR182C"	3	1	4	2	4	1
"YLR285W"	6	11	9	3	2	5
"YJR098C"	2	6	2	4	1	1
"YDR438W"	0	0	4	4	1	3
"YMR004W"	9	14	10	4	6	7
"YPL098C"	3	7	1	5	7	4
"YER017C"	16	35	17	20	17	23
"YLR113W"	15	21	9	6	8	11
"YIL149C"	19	23	13	10	11	17
"YIL157C"	5	6	2	3	9	4
"YNL227C"	3	10	4	1	1	5
"YBR141W-A"	0	0	0	0	0	0
"YKL097C"	0	0	0	0	0	0
"YPR151C"	0	2	0	7	8	7
"YOL006C"	11	19	12	10	12	20
"YHR044C"	2	1	0	1	3	3
"YFL024C"	11	11	5	9	18	15
"YDR180W"	6	4	4	5	5	8
"YJR091C"	16	18	12	16	14	22
"YBL077W"	1	2	2	2	2	1
"YPL125W"	7	14	11	12	14	15
"YLR176C"	3	4	3	2	1	2
"YLR010C"	1	1	0	3	1	3
"YJL073W"	10	13	8	4	5	8
"YMR135C"	12	10	3	17	8	19
"YMR259C"	7	11	7	5	6	8
"YOL071W"	5	3	0	4	13	10
"YLR467C-A"	0	0	0	0	0	0
"YGL126W"	1	7	8	2	2	5
"YML007C-A"	0	0	0	0	0	0
"YMR232W"	0	3	0	0	2	0
"YCR083W"	2	2	2	2	5	12
"YKR057W"	37	48	27	16	14	16
"YNL140C"	0	0	0	0	0	0
"YGL113W"	6	9	1	2	4	3
"YDL023C"	2	2	2	5	3	7
"YEL077C"	12	10	9	5	5	10
"YER109C"	4	6	4	2	1	3
"YBR200W-A"	0	0	0	0	0	0
"YMR160W"	5	8	6	6	8	4
"YNR001C"	41	41	34	99	113	134
"YIL116W"	36	42	30	24	27	36
"YNL022C"	5	7	10	3	6	4
"YGR100W"	8	12	11	14	9	14
"YER172C"	10	14	11	9	11	6
"YNR032C-A"	0	1	0	1	1	1
"YKL042W"	2	3	3	2	3	6
"YOR252W"	5	9	4	1	6	9
"YGR052W"	4	0	0	1	6	5
"YDL196W"	0	0	0	1	0	0
"YER141W"	27	37	20	20	24	32
"YBR060C"	5	7	4	5	4	3
"YJL124C"	14	3	7	5	7	7
"YPR172W"	5	0	3	3	3	4
"YGL091C"	3	4	5	5	1	1
"YER042W"	7	12	9	9	5	20
"YJL100W"	4	9	5	7	5	8
"YIL060W"	0	0	0	0	0	0
"YHR047C"	3	13	8	11	13	11
"YDR202C"	3	4	3	0	7	5
"YJR150C"	0	0	0	0	0	1
"YAL035W"	51	71	65	40	36	39
"YNL015W"	1	5	2	13	17	10
"YPR013C"	1	2	3	2	3	1
"YJL024C"	4	6	1	2	2	7
"YCL007C"	0	0	0	0	0	0
"YKL167C"	9	8	4	1	2	4
"YMR070W"	14	14	12	6	3	10
"YFR049W"	1	2	4	11	3	8
"YML083C"	0	0	1	1	0	0
"YDR296W"	5	10	5	3	2	6
"YPL110C"	2	5	2	12	10	7
"YLR205C"	5	8	2	4	4	8
"YBL100W-A"	0	0	0	0	0	0
"YNL120C"	0	0	0	0	0	0
"YBR080C"	15	18	11	7	20	7
"YMR009W"	11	18	2	8	12	12
"YOR243C"	18	26	21	6	3	16
"YBR235W"	6	9	5	6	8	13
"YPR160W-A"	0	0	0	0	0	0
"YFL002C"	7	6	4	3	4	6
"YDR193W"	0	1	0	1	0	1
"YNL207W"	8	12	7	5	6	4
"YLL043W"	18	19	15	8	13	12
"YER110C"	30	47	43	11	28	18
"YER005W"	4	10	5	4	4	5
"YBR239C"	2	1	2	3	1	1
"YFR027W"	1	1	2	3	3	2
"YJL064W"	0	0	0	0	0	0
"YML005W"	4	3	2	4	7	6
"YPL040C"	3	6	10	3	3	9
"YMR120C"	157	244	163	42	26	43
"YGR283C"	2	11	5	1	3	2
"YPL113C"	0	2	0	4	8	10
"YIL084C"	3	5	3	1	1	3
"YGR141W"	6	7	4	9	11	9
"YDL151C"	1	1	0	0	0	0
"YER119C"	3	6	4	5	4	10
"YFL030W"	3	3	1	34	43	70
"YNL205C"	0	0	0	0	0	0
"YPR166C"	3	7	4	5	3	2
"YML108W"	1	1	1	1	2	1
"YDR322C-A"	14	9	4	16	13	15
"YOL155W-A"	0	0	0	0	0	0
"YIL132C"	3	0	0	0	0	3
"YIL173W"	3	10	4	1	3	6
"YDR013W"	0	3	1	1	2	3
"YML070W"	18	12	15	22	12	26
"YNR076W"	0	0	0	0	0	0
"YML095C"	0	1	1	1	3	4
"YPR195C"	2	0	1	0	1	0
"YPL008W"	5	5	7	6	4	7
"YDL156W"	2	2	3	4	1	3
"YIR036W-A"	0	0	0	0	0	1
"YDR274C"	0	1	0	2	5	1
"YDR173C"	1	2	1	7	7	6
"YKL134C"	10	5	5	2	5	8
"YDR190C"	21	32	12	13	17	29
"YBL039C"	35	39	31	11	9	16
"YOR293W"	61	48	51	20	16	30
"YLR399C"	18	20	19	11	13	24
"YDR109C"	8	5	6	3	5	5
"YLR356W"	4	1	2	5	10	6
"YPL057C"	5	17	10	10	8	23
"YJL058C"	3	2	2	0	0	1
"YBL004W"	37	33	32	13	14	21
"YFR015C"	5	2	1	4	5	5
"YLL042C"	0	0	0	0	1	0
"YLR432W"	43	50	34	23	25	22
"YLR410W-B"	22	31	19	15	21	15
"YDR263C"	0	1	1	3	4	2
"YDR334W"	12	20	13	16	19	10
"YER088C-A"	0	5	1	1	0	0
"YNL233W"	7	6	9	1	7	8
"YNL334C"	1	0	0	0	2	2
"YOL021C"	20	21	23	9	15	24
"YBR140C"	19	31	13	25	19	28
"Q0255"	0	0	0	0	0	0
"YOL118C"	3	3	3	0	2	2
"YAR030C"	0	0	0	0	0	0
"YHR106W"	5	2	3	11	11	15
"YOR389W"	0	9	8	5	7	6
"YGL118C"	0	0	0	0	0	0
"YLR325C"	43	52	25	17	24	20
"YMR100W"	5	12	10	5	15	17
"YGL089C"	0	0	0	0	0	2
"YMR207C"	16	16	14	10	11	12
"YNL248C"	22	29	17	10	8	11
"YLL020C"	0	0	0	2	4	1
"YLR341W"	1	3	0	0	0	0
"YGL103W"	32	35	18	15	8	10
"YNL007C"	33	40	20	42	55	78
"YOR158W"	15	13	11	8	10	10
"YGL080W"	4	7	2	9	7	7
"YFL002W-A"	4	5	0	1	4	2
"YDR007W"	3	4	6	2	3	8
"YDL131W"	68	75	59	42	44	51
"YBR163W"	6	6	6	4	1	3
"YDR432W"	24	29	32	12	7	18
"YML047C"	0	0	0	0	0	0
